date,freight_rate,open,high,low,vol,change,freight_rate_outlier
2018-04-09,952.0,952.00,952.00,952.00,,0.42%,False
2018-04-10,974.0,974.00,974.00,974.00,,2.31%,False
2018-04-11,979.0,979.00,979.00,979.00,,0.51%,False
2018-04-12,993.0,993.00,993.00,993.00,,1.43%,False
2018-04-13,1014.0,"1,014.00","1,014.00","1,014.00",,2.11%,False
2018-04-16,1025.0,"1,025.00","1,025.00","1,025.00",,1.08%,False
2018-04-17,1052.0,"1,052.00","1,052.00","1,052.00",,2.63%,False
2018-04-18,1124.0,"1,124.00","1,124.00","1,124.00",,6.84%,False
2018-04-19,1201.0,"1,201.00","1,201.00","1,201.00",,6.85%,False
2018-04-20,1281.0,"1,281.00","1,281.00","1,281.00",,6.66%,False
2018-04-23,1306.0,"1,306.00","1,306.00","1,306.00",,1.95%,False
2018-04-24,1330.0,"1,330.00","1,330.00","1,330.00",,1.84%,False
2018-04-25,1376.0,"1,376.00","1,376.00","1,376.00",,3.46%,False
2018-04-26,1375.0,"1,375.00","1,375.00","1,375.00",,-0.07%,False
2018-04-27,1361.0,"1,361.00","1,361.00","1,361.00",,-1.02%,False
2018-04-30,1341.0,"1,341.00","1,341.00","1,341.00",,-1.47%,False
2018-05-01,1327.0,"1,327.00","1,327.00","1,327.00",,-1.04%,False
2018-05-02,1346.0,"1,346.00","1,346.00","1,346.00",,1.43%,False
2018-05-03,1376.0,"1,376.00","1,376.00","1,376.00",,2.23%,False
2018-05-04,1384.0,"1,384.00","1,384.00","1,384.00",,0.58%,False
2018-05-08,1432.0,"1,432.00","1,432.00","1,432.00",,3.47%,False
2018-05-09,1465.0,"1,465.00","1,465.00","1,465.00",,2.30%,False
2018-05-10,1453.0,"1,453.00","1,453.00","1,453.00",,-0.82%,False
2018-05-11,1472.0,"1,472.00","1,472.00","1,472.00",,1.31%,False
2018-05-14,1476.0,"1,476.00","1,476.00","1,476.00",,0.27%,False
2018-05-15,1468.0,"1,468.00","1,468.00","1,468.00",,-0.54%,False
2018-05-16,1403.0,"1,403.00","1,403.00","1,403.00",,-4.43%,False
2018-05-17,1305.0,"1,305.00","1,305.00","1,305.00",,-6.99%,False
2018-05-18,1273.0,"1,273.00","1,273.00","1,273.00",,-2.45%,False
2018-05-21,1239.0,"1,239.00","1,239.00","1,239.00",,-2.67%,False
2018-05-22,1199.0,"1,199.00","1,199.00","1,199.00",,-3.23%,False
2018-05-23,1162.0,"1,162.00","1,162.00","1,162.00",,-3.09%,False
2018-05-24,1109.0,"1,109.00","1,109.00","1,109.00",,-4.56%,False
2018-05-25,1077.0,"1,077.00","1,077.00","1,077.00",,-2.89%,False
2018-05-29,1057.0,"1,057.00","1,057.00","1,057.00",,-1.86%,False
2018-05-30,1042.0,"1,042.00","1,042.00","1,042.00",,-1.42%,False
2018-05-31,1090.0,"1,090.00","1,090.00","1,090.00",,4.61%,False
2018-06-01,1156.0,"1,156.00","1,156.00","1,156.00",,6.06%,False
2018-06-04,1193.0,"1,193.00","1,193.00","1,193.00",,3.20%,False
2018-06-05,1249.0,"1,249.00","1,249.00","1,249.00",,4.69%,False
2018-06-06,1340.0,"1,340.00","1,340.00","1,340.00",,7.29%,False
2018-06-07,1395.0,"1,395.00","1,395.00","1,395.00",,4.10%,False
2018-06-08,1391.0,"1,391.00","1,391.00","1,391.00",,-0.29%,False
2018-06-11,1387.0,"1,387.00","1,387.00","1,387.00",,-0.29%,False
2018-06-12,1390.0,"1,390.00","1,390.00","1,390.00",,0.22%,False
2018-06-13,1404.0,"1,404.00","1,404.00","1,404.00",,1.01%,False
2018-06-14,1433.0,"1,433.00","1,433.00","1,433.00",,2.07%,False
2018-06-15,1445.0,"1,445.00","1,445.00","1,445.00",,0.84%,False
2018-06-18,1442.0,"1,442.00","1,442.00","1,442.00",,-0.21%,False
2018-06-19,1419.0,"1,419.00","1,419.00","1,419.00",,-1.60%,False
2018-06-20,1373.0,"1,373.00","1,373.00","1,373.00",,-3.24%,False
2018-06-21,1347.0,"1,347.00","1,347.00","1,347.00",,-1.89%,False
2018-06-22,1341.0,"1,341.00","1,341.00","1,341.00",,-0.45%,False
2018-06-25,1333.0,"1,333.00","1,333.00","1,333.00",,-0.60%,False
2018-06-26,1323.0,"1,323.00","1,323.00","1,323.00",,-0.75%,False
2018-06-27,1309.0,"1,309.00","1,309.00","1,309.00",,-1.06%,False
2018-06-28,1329.0,"1,329.00","1,329.00","1,329.00",,1.53%,False
2018-06-29,1385.0,"1,385.00","1,385.00","1,385.00",,4.21%,False
2018-07-02,1422.0,"1,422.00","1,422.00","1,422.00",,2.67%,False
2018-07-03,1476.0,"1,476.00","1,476.00","1,476.00",,3.80%,False
2018-07-04,1567.0,"1,567.00","1,567.00","1,567.00",,6.17%,False
2018-07-05,1612.0,"1,612.00","1,612.00","1,612.00",,2.87%,False
2018-07-06,1622.0,"1,622.00","1,622.00","1,622.00",,0.62%,False
2018-07-09,1609.0,"1,609.00","1,609.00","1,609.00",,-0.80%,False
2018-07-10,1555.0,"1,555.00","1,555.00","1,555.00",,-3.36%,False
2018-07-11,1586.0,"1,586.00","1,586.00","1,586.00",,1.99%,False
2018-07-12,1632.0,"1,632.00","1,632.00","1,632.00",,2.90%,False
2018-07-13,1666.0,"1,666.00","1,666.00","1,666.00",,2.08%,False
2018-07-16,1695.0,"1,695.00","1,695.00","1,695.00",,1.74%,False
2018-07-17,1721.0,"1,721.00","1,721.00","1,721.00",,1.53%,False
2018-07-18,1688.0,"1,688.00","1,688.00","1,688.00",,-1.92%,False
2018-07-19,1657.0,"1,657.00","1,657.00","1,657.00",,-1.84%,False
2018-07-20,1689.0,"1,689.00","1,689.00","1,689.00",,1.93%,False
2018-07-23,1718.0,"1,718.00","1,718.00","1,718.00",,1.72%,False
2018-07-24,1774.0,"1,774.00","1,774.00","1,774.00",,3.26%,False
2018-07-25,1772.0,"1,772.00","1,772.00","1,772.00",,-0.11%,False
2018-07-26,1708.0,"1,708.00","1,708.00","1,708.00",,-3.61%,False
2018-07-27,1676.0,"1,676.00","1,676.00","1,676.00",,-1.87%,False
2018-07-30,1703.0,"1,703.00","1,703.00","1,703.00",,1.61%,False
2018-07-31,1747.0,"1,747.00","1,747.00","1,747.00",,2.58%,False
2018-08-01,1760.0,"1,760.00","1,760.00","1,760.00",,0.74%,False
2018-08-02,1756.0,"1,756.00","1,756.00","1,756.00",,-0.23%,False
2018-08-03,1773.0,"1,773.00","1,773.00","1,773.00",,0.97%,False
2018-08-06,1773.0,"1,773.00","1,773.00","1,773.00",,0.00%,False
2018-08-07,1732.0,"1,732.00","1,732.00","1,732.00",,-2.31%,False
2018-08-08,1704.0,"1,704.00","1,704.00","1,704.00",,-1.62%,False
2018-08-09,1694.0,"1,694.00","1,694.00","1,694.00",,-0.59%,False
2018-08-10,1691.0,"1,691.00","1,691.00","1,691.00",,-0.18%,False
2018-08-13,1709.0,"1,709.00","1,709.00","1,709.00",,1.06%,False
2018-08-14,1725.0,"1,725.00","1,725.00","1,725.00",,0.94%,False
2018-08-15,1727.0,"1,727.00","1,727.00","1,727.00",,0.12%,False
2018-08-16,1720.0,"1,720.00","1,720.00","1,720.00",,-0.41%,False
2018-08-17,1723.0,"1,723.00","1,723.00","1,723.00",,0.17%,False
2018-08-20,1727.0,"1,727.00","1,727.00","1,727.00",,0.23%,False
2018-08-21,1736.0,"1,736.00","1,736.00","1,736.00",,0.52%,False
2018-08-22,1735.0,"1,735.00","1,735.00","1,735.00",,-0.06%,False
2018-08-23,1709.0,"1,709.00","1,709.00","1,709.00",,-1.50%,False
2018-08-24,1697.0,"1,697.00","1,697.00","1,697.00",,-0.70%,False
2018-08-28,1684.0,"1,684.00","1,684.00","1,684.00",,-0.77%,False
2018-08-29,1661.0,"1,661.00","1,661.00","1,661.00",,-1.37%,False
2018-08-30,1614.0,"1,614.00","1,614.00","1,614.00",,-2.83%,False
2018-08-31,1579.0,"1,579.00","1,579.00","1,579.00",,-2.17%,True
2018-09-03,1557.0,"1,557.00","1,557.00","1,557.00",,-1.39%,False
2018-09-04,1513.0,"1,513.00","1,513.00","1,513.00",,-2.83%,False
2018-09-05,1477.0,"1,477.00","1,477.00","1,477.00",,-2.38%,False
2018-09-06,1484.0,"1,484.00","1,484.00","1,484.00",,0.47%,False
2018-09-07,1490.0,"1,490.00","1,490.00","1,490.00",,0.40%,False
2018-09-10,1482.0,"1,482.00","1,482.00","1,482.00",,-0.54%,False
2018-09-11,1439.0,"1,439.00","1,439.00","1,439.00",,-2.90%,False
2018-09-12,1411.0,"1,411.00","1,411.00","1,411.00",,-1.95%,False
2018-09-13,1382.0,"1,382.00","1,382.00","1,382.00",,-2.06%,False
2018-09-14,1366.0,"1,366.00","1,366.00","1,366.00",,-1.16%,False
2018-09-17,1357.0,"1,357.00","1,357.00","1,357.00",,-0.66%,False
2018-09-18,1356.0,"1,356.00","1,356.00","1,356.00",,-0.07%,False
2018-09-19,1373.0,"1,373.00","1,373.00","1,373.00",,1.25%,False
2018-09-20,1396.0,"1,396.00","1,396.00","1,396.00",,1.68%,False
2018-09-21,1413.0,"1,413.00","1,413.00","1,413.00",,1.22%,False
2018-09-24,1434.0,"1,434.00","1,434.00","1,434.00",,1.49%,False
2018-09-25,1450.0,"1,450.00","1,450.00","1,450.00",,1.12%,False
2018-09-26,1503.0,"1,503.00","1,503.00","1,503.00",,3.66%,False
2018-09-27,1524.0,"1,524.00","1,524.00","1,524.00",,1.40%,False
2018-09-28,1540.0,"1,540.00","1,540.00","1,540.00",,1.05%,False
2018-10-01,1555.0,"1,555.00","1,555.00","1,555.00",,0.97%,False
2018-10-02,1570.0,"1,570.00","1,570.00","1,570.00",,0.96%,False
2018-10-03,1574.0,"1,574.00","1,574.00","1,574.00",,0.25%,False
2018-10-04,1554.0,"1,554.00","1,554.00","1,554.00",,-1.27%,False
2018-10-05,1536.0,"1,536.00","1,536.00","1,536.00",,-1.16%,False
2018-10-08,1530.0,"1,530.00","1,530.00","1,530.00",,-0.39%,False
2018-10-09,1503.0,"1,503.00","1,503.00","1,503.00",,-1.76%,False
2018-10-10,1493.0,"1,493.00","1,493.00","1,493.00",,-0.67%,False
2018-10-11,1515.0,"1,515.00","1,515.00","1,515.00",,1.47%,False
2018-10-12,1579.0,"1,579.00","1,579.00","1,579.00",,4.22%,False
2018-10-15,1584.0,"1,584.00","1,584.00","1,584.00",,0.32%,False
2018-10-16,1578.0,"1,578.00","1,578.00","1,578.00",,-0.38%,False
2018-10-17,1554.0,"1,554.00","1,554.00","1,554.00",,-1.52%,False
2018-10-18,1565.0,"1,565.00","1,565.00","1,565.00",,0.71%,False
2018-10-19,1576.0,"1,576.00","1,576.00","1,576.00",,0.70%,False
2018-10-22,1579.0,"1,579.00","1,579.00","1,579.00",,0.19%,False
2018-10-23,1577.0,"1,577.00","1,577.00","1,577.00",,-0.13%,False
2018-10-24,1546.0,"1,546.00","1,546.00","1,546.00",,-1.97%,False
2018-10-25,1516.0,"1,516.00","1,516.00","1,516.00",,-1.94%,False
2018-10-26,1519.0,"1,519.00","1,519.00","1,519.00",,0.20%,False
2018-10-29,1522.0,"1,522.00","1,522.00","1,522.00",,0.20%,False
2018-10-30,1513.0,"1,513.00","1,513.00","1,513.00",,-0.59%,False
2018-10-31,1490.0,"1,490.00","1,490.00","1,490.00",,-1.52%,False
2018-11-01,1470.0,"1,470.00","1,470.00","1,470.00",,-1.34%,False
2018-11-02,1457.0,"1,457.00","1,457.00","1,457.00",,-0.88%,False
2018-11-05,1428.0,"1,428.00","1,428.00","1,428.00",,-1.99%,False
2018-11-06,1395.0,"1,395.00","1,395.00","1,395.00",,-2.31%,False
2018-11-07,1304.0,"1,304.00","1,304.00","1,304.00",,-6.52%,True
2018-11-08,1231.0,"1,231.00","1,231.00","1,231.00",,-5.60%,True
2018-11-09,1147.0,"1,147.00","1,147.00","1,147.00",,-6.82%,True
2018-11-12,1125.0,"1,125.00","1,125.00","1,125.00",,-1.92%,False
2018-11-13,1064.0,"1,064.00","1,064.00","1,064.00",,-5.42%,False
2018-11-14,1009.0,"1,009.00","1,009.00","1,009.00",,-5.17%,False
2018-11-15,1020.0,"1,020.00","1,020.00","1,020.00",,1.09%,False
2018-11-16,1031.0,"1,031.00","1,031.00","1,031.00",,1.08%,False
2018-11-19,1023.0,"1,023.00","1,023.00","1,023.00",,-0.78%,False
2018-11-20,1003.0,"1,003.00","1,003.00","1,003.00",,-1.96%,False
2018-11-21,1008.0,"1,008.00","1,008.00","1,008.00",,0.50%,False
2018-11-22,1018.0,"1,018.00","1,018.00","1,018.00",,0.99%,False
2018-11-23,1093.0,"1,093.00","1,093.00","1,093.00",,7.37%,False
2018-11-26,1217.0,"1,217.00","1,217.00","1,217.00",,11.34%,False
2018-11-27,1339.0,"1,339.00","1,339.00","1,339.00",,10.02%,False
2018-11-28,1330.0,"1,330.00","1,330.00","1,330.00",,-0.67%,False
2018-11-29,1281.0,"1,281.00","1,281.00","1,281.00",,-3.68%,False
2018-11-30,1231.0,"1,231.00","1,231.00","1,231.00",,-3.90%,False
2018-12-03,1203.0,"1,203.00","1,203.00","1,203.00",,-2.27%,False
2018-12-04,1237.0,"1,237.00","1,237.00","1,237.00",,2.83%,False
2018-12-05,1296.0,"1,296.00","1,296.00","1,296.00",,4.77%,False
2018-12-06,1339.0,"1,339.00","1,339.00","1,339.00",,3.32%,False
2018-12-07,1372.0,"1,372.00","1,372.00","1,372.00",,2.46%,False
2018-12-10,1385.0,"1,385.00","1,385.00","1,385.00",,0.95%,False
2018-12-11,1364.0,"1,364.00","1,364.00","1,364.00",,-1.52%,False
2018-12-12,1353.0,"1,353.00","1,353.00","1,353.00",,-0.81%,False
2018-12-13,1365.0,"1,365.00","1,365.00","1,365.00",,0.89%,False
2018-12-14,1401.0,"1,401.00","1,401.00","1,401.00",,2.64%,False
2018-12-17,1406.0,"1,406.00","1,406.00","1,406.00",,0.36%,False
2018-12-18,1395.0,"1,395.00","1,395.00","1,395.00",,-0.78%,False
2018-12-19,1378.0,"1,378.00","1,378.00","1,378.00",,-1.22%,False
2018-12-20,1318.0,"1,318.00","1,318.00","1,318.00",,-4.35%,False
2018-12-21,1279.0,"1,279.00","1,279.00","1,279.00",,-2.96%,False
2018-12-24,1271.0,"1,271.00","1,271.00","1,271.00",,-0.63%,False
2019-01-02,1282.0,"1,282.00","1,282.00","1,282.00",,0.87%,False
2019-01-03,1267.0,"1,267.00","1,267.00","1,267.00",,-1.17%,False
2019-01-04,1260.0,"1,260.00","1,260.00","1,260.00",,-0.55%,False
2019-01-07,1247.0,"1,247.00","1,247.00","1,247.00",,-1.03%,False
2019-01-08,1262.0,"1,262.00","1,262.00","1,262.00",,1.20%,False
2019-01-09,1238.0,"1,238.00","1,238.00","1,238.00",,-1.90%,False
2019-01-10,1189.0,"1,189.00","1,189.00","1,189.00",,-3.96%,False
2019-01-11,1169.0,"1,169.00","1,169.00","1,169.00",,-1.68%,False
2019-01-14,1147.0,"1,147.00","1,147.00","1,147.00",,-1.88%,False
2019-01-15,1096.0,"1,096.00","1,096.00","1,096.00",,-4.45%,False
2019-01-16,1055.0,"1,055.00","1,055.00","1,055.00",,-3.74%,False
2019-01-17,1077.0,"1,077.00","1,077.00","1,077.00",,2.09%,False
2019-01-18,1112.0,"1,112.00","1,112.00","1,112.00",,3.25%,False
2019-01-21,1092.0,"1,092.00","1,092.00","1,092.00",,-1.80%,False
2019-01-22,1036.0,"1,036.00","1,036.00","1,036.00",,-5.13%,False
2019-01-23,982.0,982.00,982.00,982.00,,-5.21%,False
2019-01-24,939.0,939.00,939.00,939.00,,-4.38%,False
2019-01-25,905.0,905.00,905.00,905.00,,-3.62%,False
2019-01-28,852.0,852.00,852.00,852.00,,-5.86%,False
2019-01-29,797.0,797.00,797.00,797.00,,-6.46%,False
2019-01-30,721.0,721.00,721.00,721.00,,-9.54%,False
2019-01-31,668.0,668.00,668.00,668.00,,-7.35%,False
2019-02-01,645.0,645.00,645.00,645.00,,-3.44%,False
2019-02-04,634.0,634.00,634.00,634.00,,-1.71%,False
2019-02-05,629.0,629.00,629.00,629.00,,-0.79%,False
2019-02-06,629.0,629.00,629.00,629.00,,0.00%,False
2019-02-07,610.0,610.00,610.00,610.00,,-3.02%,False
2019-02-08,601.0,601.00,601.00,601.00,,-1.48%,False
2019-02-11,595.0,595.00,595.00,595.00,,-1.00%,False
2019-02-12,598.0,598.00,598.00,598.00,,0.50%,False
2019-02-13,608.0,608.00,608.00,608.00,,1.67%,False
2019-02-14,628.0,628.00,628.00,628.00,,3.29%,False
2019-02-15,639.0,639.00,639.00,639.00,,1.75%,False
2019-02-18,643.0,643.00,643.00,643.00,,0.63%,False
2019-02-19,635.0,635.00,635.00,635.00,,-1.24%,False
2019-02-20,622.0,622.00,622.00,622.00,,-2.05%,False
2019-02-21,630.0,630.00,630.00,630.00,,1.29%,False
2019-02-22,634.0,634.00,634.00,634.00,,0.63%,False
2019-02-25,637.0,637.00,637.00,637.00,,0.47%,False
2019-02-26,649.0,649.00,649.00,649.00,,1.88%,False
2019-02-27,651.0,651.00,651.00,651.00,,0.31%,False
2019-02-28,658.0,658.00,658.00,658.00,,1.08%,False
2019-03-01,664.0,664.00,664.00,664.00,,0.91%,False
2019-03-04,669.0,669.00,669.00,669.00,,0.75%,False
2019-03-05,663.0,663.00,663.00,663.00,,-0.90%,False
2019-03-06,664.0,664.00,664.00,664.00,,0.15%,False
2019-03-07,657.0,657.00,657.00,657.00,,-1.05%,False
2019-03-08,649.0,649.00,649.00,649.00,,-1.22%,False
2019-03-11,645.0,645.00,645.00,645.00,,-0.62%,False
2019-03-12,647.0,647.00,647.00,647.00,,0.31%,False
2019-03-13,654.0,654.00,654.00,654.00,,1.08%,False
2019-03-14,677.0,677.00,677.00,677.00,,3.52%,False
2019-03-15,730.0,730.00,730.00,730.00,,7.83%,True
2019-03-18,721.0,721.00,721.00,721.00,,-1.23%,False
2019-03-19,712.0,712.00,712.00,712.00,,-1.25%,False
2019-03-20,709.0,709.00,709.00,709.00,,-0.42%,False
2019-03-21,695.0,695.00,695.00,695.00,,-1.97%,False
2019-03-22,690.0,690.00,690.00,690.00,,-0.72%,False
2019-03-25,689.0,689.00,689.00,689.00,,-0.14%,False
2019-03-26,683.0,683.00,683.00,683.00,,-0.87%,False
2019-03-27,690.0,690.00,690.00,690.00,,1.02%,False
2019-03-28,692.0,692.00,692.00,692.00,,0.29%,False
2019-03-29,689.0,689.00,689.00,689.00,,-0.43%,False
2019-04-01,685.0,685.00,685.00,685.00,,-0.58%,False
2019-04-02,674.0,674.00,674.00,674.00,,-1.61%,False
2019-04-03,672.0,672.00,672.00,672.00,,-0.30%,False
2019-04-04,699.0,699.00,699.00,699.00,,4.02%,False
2019-04-05,711.0,711.00,711.00,711.00,,1.72%,False
2019-04-08,714.0,714.00,714.00,714.00,,0.42%,False
2019-04-09,725.0,725.00,725.00,725.00,,1.54%,False
2019-04-10,734.0,734.00,734.00,734.00,,1.24%,False
2019-04-11,728.0,728.00,728.00,728.00,,-0.82%,False
2019-04-12,726.0,726.00,726.00,726.00,,-0.27%,False
2019-04-15,738.0,738.00,738.00,738.00,,1.65%,False
2019-04-16,749.0,749.00,749.00,749.00,,1.49%,False
2019-04-17,767.0,767.00,767.00,767.00,,2.40%,False
2019-04-18,790.0,790.00,790.00,790.00,,3.00%,False
2019-04-23,821.0,821.00,821.00,821.00,,3.92%,False
2019-04-24,850.0,850.00,850.00,850.00,,3.53%,False
2019-04-25,869.0,869.00,869.00,869.00,,2.24%,False
2019-04-26,889.0,889.00,889.00,889.00,,2.30%,False
2019-04-29,913.0,913.00,913.00,913.00,,2.70%,False
2019-04-30,1011.0,"1,011.00","1,011.00","1,011.00",,10.73%,True
2019-05-01,1031.0,"1,031.00","1,031.00","1,031.00",,1.98%,False
2019-05-02,1032.0,"1,032.00","1,032.00","1,032.00",,0.10%,False
2019-05-03,985.0,985.00,985.00,985.00,,-4.55%,False
2019-05-07,936.0,936.00,936.00,936.00,,-4.97%,False
2019-05-08,940.0,940.00,940.00,940.00,,0.43%,False
2019-05-09,974.0,974.00,974.00,974.00,,3.62%,False
2019-05-10,1013.0,"1,013.00","1,013.00","1,013.00",,4.00%,False
2019-05-13,1026.0,"1,026.00","1,026.00","1,026.00",,1.28%,False
2019-05-14,1043.0,"1,043.00","1,043.00","1,043.00",,1.66%,False
2019-05-15,1032.0,"1,032.00","1,032.00","1,032.00",,-1.05%,False
2019-05-16,1032.0,"1,032.00","1,032.00","1,032.00",,0.00%,False
2019-05-17,1040.0,"1,040.00","1,040.00","1,040.00",,0.78%,False
2019-05-20,1041.0,"1,041.00","1,041.00","1,041.00",,0.10%,False
2019-05-21,1049.0,"1,049.00","1,049.00","1,049.00",,0.77%,False
2019-05-22,1059.0,"1,059.00","1,059.00","1,059.00",,0.95%,False
2019-05-23,1068.0,"1,068.00","1,068.00","1,068.00",,0.85%,False
2019-05-24,1066.0,"1,066.00","1,066.00","1,066.00",,-0.19%,False
2019-05-28,1082.0,"1,082.00","1,082.00","1,082.00",,1.50%,False
2019-05-29,1107.0,"1,107.00","1,107.00","1,107.00",,2.31%,False
2019-05-30,1097.0,"1,097.00","1,097.00","1,097.00",,-0.90%,False
2019-05-31,1096.0,"1,096.00","1,096.00","1,096.00",,-0.09%,False
2019-06-03,1103.0,"1,103.00","1,103.00","1,103.00",,0.64%,False
2019-06-04,1122.0,"1,122.00","1,122.00","1,122.00",,1.72%,False
2019-06-05,1141.0,"1,141.00","1,141.00","1,141.00",,1.69%,False
2019-06-06,1138.0,"1,138.00","1,138.00","1,138.00",,-0.26%,False
2019-06-07,1138.0,"1,138.00","1,138.00","1,138.00",,0.00%,False
2019-06-10,1125.0,"1,125.00","1,125.00","1,125.00",,-1.14%,False
2019-06-11,1105.0,"1,105.00","1,105.00","1,105.00",,-1.78%,False
2019-06-12,1080.0,"1,080.00","1,080.00","1,080.00",,-2.26%,False
2019-06-13,1062.0,"1,062.00","1,062.00","1,062.00",,-1.67%,False
2019-06-14,1085.0,"1,085.00","1,085.00","1,085.00",,2.17%,False
2019-06-17,1093.0,"1,093.00","1,093.00","1,093.00",,0.74%,False
2019-06-18,1135.0,"1,135.00","1,135.00","1,135.00",,3.84%,False
2019-06-19,1179.0,"1,179.00","1,179.00","1,179.00",,3.88%,False
2019-06-20,1194.0,"1,194.00","1,194.00","1,194.00",,1.27%,False
2019-06-21,1239.0,"1,239.00","1,239.00","1,239.00",,3.77%,False
2019-06-24,1258.0,"1,258.00","1,258.00","1,258.00",,1.53%,False
2019-06-25,1280.0,"1,280.00","1,280.00","1,280.00",,1.75%,False
2019-06-26,1317.0,"1,317.00","1,317.00","1,317.00",,2.89%,False
2019-06-27,1340.0,"1,340.00","1,340.00","1,340.00",,1.75%,False
2019-06-28,1354.0,"1,354.00","1,354.00","1,354.00",,1.04%,False
2019-07-01,1381.0,"1,381.00","1,381.00","1,381.00",,1.99%,False
2019-07-02,1446.0,"1,446.00","1,446.00","1,446.00",,4.71%,False
2019-07-03,1549.0,"1,549.00","1,549.00","1,549.00",,7.12%,False
2019-07-04,1700.0,"1,700.00","1,700.00","1,700.00",,9.75%,True
2019-07-05,1740.0,"1,740.00","1,740.00","1,740.00",,2.35%,False
2019-07-08,1725.0,"1,725.00","1,725.00","1,725.00",,-0.86%,False
2019-07-09,1759.0,"1,759.00","1,759.00","1,759.00",,1.97%,False
2019-07-10,1777.0,"1,777.00","1,777.00","1,777.00",,1.02%,False
2019-07-11,1816.0,"1,816.00","1,816.00","1,816.00",,2.19%,False
2019-07-12,1865.0,"1,865.00","1,865.00","1,865.00",,2.70%,False
2019-07-15,1928.0,"1,928.00","1,928.00","1,928.00",,3.38%,False
2019-07-16,2011.0,"2,011.00","2,011.00","2,011.00",,4.30%,False
2019-07-17,2064.0,"2,064.00","2,064.00","2,064.00",,2.64%,False
2019-07-18,2130.0,"2,130.00","2,130.00","2,130.00",,3.20%,False
2019-07-19,2170.0,"2,170.00","2,170.00","2,170.00",,1.88%,False
2019-07-22,2191.0,"2,191.00","2,191.00","2,191.00",,0.97%,False
2019-07-23,2165.0,"2,165.00","2,165.00","2,165.00",,-1.19%,False
2019-07-24,2014.0,"2,014.00","2,014.00","2,014.00",,-6.97%,False
2019-07-25,1947.0,"1,947.00","1,947.00","1,947.00",,-3.33%,False
2019-07-26,1937.0,"1,937.00","1,937.00","1,937.00",,-0.51%,False
2019-07-29,1922.0,"1,922.00","1,922.00","1,922.00",,-0.77%,False
2019-07-30,1899.0,"1,899.00","1,899.00","1,899.00",,-1.20%,False
2019-07-31,1868.0,"1,868.00","1,868.00","1,868.00",,-1.63%,False
2019-08-01,1812.0,"1,812.00","1,812.00","1,812.00",,-3.00%,False
2019-08-02,1788.0,"1,788.00","1,788.00","1,788.00",,-1.32%,False
2019-08-05,1774.0,"1,774.00","1,774.00","1,774.00",,-0.78%,False
2019-08-06,1734.0,"1,734.00","1,734.00","1,734.00",,-2.25%,False
2019-08-07,1712.0,"1,712.00","1,712.00","1,712.00",,-1.27%,False
2019-08-08,1720.0,"1,720.00","1,720.00","1,720.00",,0.47%,False
2019-08-09,1748.0,"1,748.00","1,748.00","1,748.00",,1.63%,False
2019-08-12,1774.0,"1,774.00","1,774.00","1,774.00",,1.49%,False
2019-08-13,1864.0,"1,864.00","1,864.00","1,864.00",,5.07%,False
2019-08-14,1950.0,"1,950.00","1,950.00","1,950.00",,4.61%,False
2019-08-15,2047.0,"2,047.00","2,047.00","2,047.00",,4.97%,False
2019-08-16,2088.0,"2,088.00","2,088.00","2,088.00",,2.00%,False
2019-08-19,2067.0,"2,067.00","2,067.00","2,067.00",,-1.01%,False
2019-08-20,2059.0,"2,059.00","2,059.00","2,059.00",,-0.39%,False
2019-08-21,2061.0,"2,061.00","2,061.00","2,061.00",,0.10%,False
2019-08-22,2118.0,"2,118.00","2,118.00","2,118.00",,2.77%,False
2019-08-23,2168.0,"2,168.00","2,168.00","2,168.00",,2.36%,False
2019-08-27,2213.0,"2,213.00","2,213.00","2,213.00",,2.08%,False
2019-08-28,2267.0,"2,267.00","2,267.00","2,267.00",,2.44%,False
2019-08-29,2277.0,"2,277.00","2,277.00","2,277.00",,0.44%,False
2019-08-30,2378.0,"2,378.00","2,378.00","2,378.00",,4.44%,False
2019-09-02,2442.0,"2,442.00","2,442.00","2,442.00",,2.69%,False
2019-09-03,2501.0,"2,501.00","2,501.00","2,501.00",,2.42%,False
2019-09-04,2518.0,"2,518.00","2,518.00","2,518.00",,0.68%,False
2019-09-05,2499.0,"2,499.00","2,499.00","2,499.00",,-0.75%,False
2019-09-06,2462.0,"2,462.00","2,462.00","2,462.00",,-1.48%,False
2019-09-09,2422.0,"2,422.00","2,422.00","2,422.00",,-1.62%,False
2019-09-10,2393.0,"2,393.00","2,393.00","2,393.00",,-1.20%,False
2019-09-11,2366.0,"2,366.00","2,366.00","2,366.00",,-1.13%,False
2019-09-12,2331.0,"2,331.00","2,331.00","2,331.00",,-1.48%,False
2019-09-13,2312.0,"2,312.00","2,312.00","2,312.00",,-0.82%,False
2019-09-16,2311.0,"2,311.00","2,311.00","2,311.00",,-0.04%,False
2019-09-17,2283.0,"2,283.00","2,283.00","2,283.00",,-1.21%,False
2019-09-18,2266.0,"2,266.00","2,266.00","2,266.00",,-0.74%,False
2019-09-19,2192.0,"2,192.00","2,192.00","2,192.00",,-3.27%,False
2019-09-20,2131.0,"2,131.00","2,131.00","2,131.00",,-2.78%,False
2019-09-23,2108.0,"2,108.00","2,108.00","2,108.00",,-1.08%,False
2019-09-24,2116.0,"2,116.00","2,116.00","2,116.00",,0.38%,False
2019-09-25,2053.0,"2,053.00","2,053.00","2,053.00",,-2.98%,False
