date,freight_rate,open,high,low,vol,change,freight_rate_outlier
2016-09-21,903.0,903.00,903.00,903.00,,4.39%,False
2016-09-22,937.0,937.00,937.00,937.00,,3.77%,False
2016-09-23,941.0,941.00,941.00,941.00,,0.43%,False
2016-09-26,934.0,934.00,934.00,934.00,,-0.74%,False
2016-09-27,930.0,930.00,930.00,930.00,,-0.43%,False
2016-09-28,912.0,912.00,912.00,912.00,,-1.94%,False
2016-09-29,888.0,888.00,888.00,888.00,,-2.63%,False
2016-09-30,875.0,875.00,875.00,875.00,,-1.46%,False
2016-10-03,864.0,864.00,864.00,864.00,,-1.26%,False
2016-10-04,860.0,860.00,860.00,860.00,,-0.46%,False
2016-10-05,869.0,869.00,869.00,869.00,,1.05%,False
2016-10-06,915.0,915.00,915.00,915.00,,5.29%,False
2016-10-07,921.0,921.00,921.00,921.00,,0.66%,False
2016-10-10,922.0,922.00,922.00,922.00,,0.11%,False
2016-10-11,922.0,922.00,922.00,922.00,,0.00%,False
2016-10-12,906.0,906.00,906.00,906.00,,-1.74%,False
2016-10-13,885.0,885.00,885.00,885.00,,-2.32%,False
2016-10-14,892.0,892.00,892.00,892.00,,0.79%,False
2016-10-17,894.0,894.00,894.00,894.00,,0.22%,False
2016-10-18,890.0,890.00,890.00,890.00,,-0.45%,False
2016-10-19,872.0,872.00,872.00,872.00,,-2.02%,False
2016-10-20,849.0,849.00,849.00,849.00,,-2.64%,False
2016-10-21,842.0,842.00,842.00,842.00,,-0.82%,False
2016-10-24,831.0,831.00,831.00,831.00,,-1.31%,False
2016-10-25,813.0,813.00,813.00,813.00,,-2.17%,False
2016-10-26,802.0,802.00,802.00,802.00,,-1.35%,False
2016-10-27,798.0,798.00,798.00,798.00,,-0.50%,False
2016-10-28,834.0,834.00,834.00,834.00,,4.51%,False
2016-10-31,857.0,857.00,857.00,857.00,,2.76%,False
2016-11-01,838.0,838.00,838.00,838.00,,-2.22%,False
2016-11-02,834.0,834.00,834.00,834.00,,-0.48%,False
2016-11-03,849.0,849.00,849.00,849.00,,1.80%,False
2016-11-04,855.0,855.00,855.00,855.00,,0.71%,False
2016-11-07,870.0,870.00,870.00,870.00,,1.75%,False
2016-11-08,911.0,911.00,911.00,911.00,,4.71%,False
2016-11-09,954.0,954.00,954.00,954.00,,4.72%,False
2016-11-10,974.0,974.00,974.00,974.00,,2.10%,False
2016-11-11,1045.0,"1,045.00","1,045.00","1,045.00",,7.29%,True
2016-11-14,1065.0,"1,065.00","1,065.00","1,065.00",,1.91%,False
2016-11-15,1084.0,"1,084.00","1,084.00","1,084.00",,1.78%,False
2016-11-16,1145.0,"1,145.00","1,145.00","1,145.00",,5.63%,False
2016-11-17,1231.0,"1,231.00","1,231.00","1,231.00",,7.51%,True
2016-11-18,1257.0,"1,257.00","1,257.00","1,257.00",,2.11%,False
2016-11-21,1240.0,"1,240.00","1,240.00","1,240.00",,-1.35%,False
2016-11-22,1232.0,"1,232.00","1,232.00","1,232.00",,-0.65%,False
2016-11-23,1224.0,"1,224.00","1,224.00","1,224.00",,-0.65%,False
2016-11-24,1201.0,"1,201.00","1,201.00","1,201.00",,-1.88%,False
2016-11-25,1181.0,"1,181.00","1,181.00","1,181.00",,-1.67%,False
2016-11-28,1184.0,"1,184.00","1,184.00","1,184.00",,0.25%,False
2016-11-29,1202.0,"1,202.00","1,202.00","1,202.00",,1.52%,False
2016-11-30,1204.0,"1,204.00","1,204.00","1,204.00",,0.17%,False
2016-12-01,1196.0,"1,196.00","1,196.00","1,196.00",,-0.66%,False
2016-12-02,1198.0,"1,198.00","1,198.00","1,198.00",,0.17%,False
2016-12-05,1196.0,"1,196.00","1,196.00","1,196.00",,-0.17%,False
2016-12-06,1186.0,"1,186.00","1,186.00","1,186.00",,-0.84%,False
2016-12-07,1162.0,"1,162.00","1,162.00","1,162.00",,-2.02%,False
2016-12-08,1122.0,"1,122.00","1,122.00","1,122.00",,-3.44%,False
2016-12-09,1090.0,"1,090.00","1,090.00","1,090.00",,-2.85%,False
2016-12-12,1069.0,"1,069.00","1,069.00","1,069.00",,-1.93%,False
2016-12-13,1052.0,"1,052.00","1,052.00","1,052.00",,-1.59%,False
2016-12-14,1003.0,"1,003.00","1,003.00","1,003.00",,-4.66%,False
2016-12-15,966.0,966.00,966.00,966.00,,-3.69%,False
2016-12-16,946.0,946.00,946.00,946.00,,-2.07%,False
2016-12-19,927.0,926.00,927.00,926.00,,-2.01%,False
2016-12-20,914.0,914.00,914.00,914.00,,-1.40%,False
2016-12-21,926.0,926.00,926.00,926.00,,1.31%,False
2016-12-22,928.0,928.00,928.00,928.00,,0.22%,False
2016-12-23,961.0,961.00,961.00,961.00,,3.56%,False
2017-01-03,953.0,953.00,953.00,953.00,,-0.83%,False
2017-01-04,969.0,969.00,969.00,969.00,,1.68%,False
2017-01-05,983.0,983.00,983.00,983.00,,1.44%,False
2017-01-06,963.0,963.00,963.00,963.00,,-2.03%,False
2017-01-09,949.0,949.00,949.00,949.00,,-1.45%,False
2017-01-10,926.0,926.00,926.00,926.00,,-2.42%,False
2017-01-11,894.0,894.00,894.00,894.00,,-3.46%,False
2017-01-12,892.0,892.00,892.00,892.00,,-0.22%,False
2017-01-13,910.0,910.00,910.00,910.00,,2.02%,False
2017-01-16,925.0,925.00,925.00,925.00,,1.65%,False
2017-01-17,922.0,922.00,922.00,922.00,,-0.32%,False
2017-01-18,952.0,952.00,952.00,952.00,,3.25%,False
2017-01-19,942.0,942.00,942.00,942.00,,-1.05%,False
2017-01-20,925.0,925.00,925.00,925.00,,-1.80%,False
2017-01-23,914.0,914.00,914.00,914.00,,-1.19%,False
2017-01-24,886.0,886.00,886.00,886.00,,-3.06%,False
2017-01-25,862.0,862.00,862.00,862.00,,-2.71%,False
2017-01-26,840.0,840.00,840.00,840.00,,-2.55%,False
2017-01-27,827.0,827.00,827.00,827.00,,-1.55%,False
2017-01-30,816.0,816.00,816.00,816.00,,-1.33%,False
2017-01-31,800.0,800.00,800.00,800.00,,-1.96%,False
2017-02-01,786.0,786.00,786.00,786.00,,-1.75%,False
2017-02-02,770.0,770.00,770.00,770.00,,-2.04%,False
2017-02-03,752.0,752.00,752.00,752.00,,-2.34%,False
2017-02-06,735.0,735.00,735.00,735.00,,-2.26%,False
2017-02-07,714.0,714.00,714.00,714.00,,-2.86%,False
2017-02-08,702.0,702.00,702.00,702.00,,-1.68%,False
2017-02-09,707.0,707.00,707.00,707.00,,0.71%,False
2017-02-10,702.0,702.00,702.00,702.00,,-0.71%,False
2017-02-13,688.0,688.00,688.00,688.00,,-1.99%,False
2017-02-14,685.0,685.00,685.00,685.00,,-0.44%,False
2017-02-15,688.0,688.00,688.00,688.00,,0.44%,False
2017-02-16,710.0,710.00,710.00,710.00,,3.20%,False
2017-02-17,741.0,741.00,741.00,741.00,,4.37%,False
2017-02-20,757.0,757.00,757.00,757.00,,2.16%,False
2017-02-21,778.0,778.00,778.00,778.00,,2.77%,False
2017-02-22,806.0,806.00,806.00,806.00,,3.60%,False
2017-02-23,856.0,856.00,856.00,856.00,,6.20%,False
2017-02-24,875.0,875.00,875.00,875.00,,2.22%,False
2017-02-27,878.0,878.00,878.00,878.00,,0.34%,False
2017-02-28,859.0,859.00,859.00,859.00,,-2.16%,False
2017-03-01,871.0,871.00,871.00,871.00,,1.40%,False
2017-03-02,904.0,904.00,904.00,904.00,,3.79%,False
2017-03-03,939.0,939.00,939.00,939.00,,3.87%,False
2017-03-06,979.0,979.00,979.00,979.00,,4.26%,False
2017-03-07,1033.0,"1,033.00","1,033.00","1,033.00",,5.52%,False
2017-03-08,1045.0,"1,045.00","1,045.00","1,045.00",,1.16%,False
2017-03-09,1064.0,"1,064.00","1,064.00","1,064.00",,1.82%,False
2017-03-10,1086.0,"1,086.00","1,086.00","1,086.00",,2.07%,False
2017-03-13,1099.0,"1,099.00","1,099.00","1,099.00",,1.20%,False
2017-03-14,1112.0,"1,112.00","1,112.00","1,112.00",,1.18%,False
2017-03-15,1147.0,"1,147.00","1,147.00","1,147.00",,3.15%,False
2017-03-16,1172.0,"1,172.00","1,172.00","1,172.00",,2.18%,False
2017-03-17,1196.0,"1,196.00","1,196.00","1,196.00",,2.05%,False
2017-03-20,1205.0,"1,205.00","1,205.00","1,205.00",,0.75%,False
2017-03-21,1200.0,"1,200.00","1,200.00","1,200.00",,-0.41%,False
2017-03-22,1190.0,"1,190.00","1,190.00","1,190.00",,-0.83%,False
2017-03-23,1196.0,"1,196.00","1,196.00","1,196.00",,0.50%,False
2017-03-24,1240.0,"1,240.00","1,240.00","1,240.00",,3.68%,False
2017-03-27,1282.0,"1,282.00","1,282.00","1,282.00",,3.39%,False
2017-03-28,1333.0,"1,333.00","1,333.00","1,333.00",,3.98%,False
2017-03-29,1338.0,"1,338.00","1,338.00","1,338.00",,0.38%,False
2017-03-30,1324.0,"1,324.00","1,324.00","1,324.00",,-1.05%,False
2017-03-31,1297.0,"1,297.00","1,297.00","1,297.00",,-2.04%,False
2017-04-03,1282.0,"1,282.00","1,282.00","1,282.00",,-1.16%,False
2017-04-04,1255.0,"1,255.00","1,255.00","1,255.00",,-2.11%,False
2017-04-05,1223.0,"1,223.00","1,223.00","1,223.00",,-2.55%,False
2017-04-06,1215.0,"1,215.00","1,215.00","1,215.00",,-0.65%,False
2017-04-07,1223.0,"1,223.00","1,223.00","1,223.00",,0.66%,False
2017-04-10,1231.0,"1,231.00","1,231.00","1,231.00",,0.65%,False
2017-04-11,1262.0,"1,262.00","1,262.00","1,262.00",,2.52%,False
2017-04-12,1282.0,"1,282.00","1,282.00","1,282.00",,1.58%,False
2017-04-13,1296.0,"1,296.00","1,296.00","1,296.00",,1.09%,False
2017-04-18,1294.0,"1,294.00","1,294.00","1,294.00",,-0.15%,False
2017-04-19,1278.0,"1,278.00","1,278.00","1,278.00",,-1.24%,False
2017-04-20,1243.0,"1,243.00","1,243.00","1,243.00",,-2.74%,False
2017-04-21,1195.0,"1,195.00","1,195.00","1,195.00",,-3.86%,False
2017-04-24,1170.0,"1,170.00","1,170.00","1,170.00",,-2.09%,False
2017-04-25,1154.0,"1,154.00","1,154.00","1,154.00",,-1.37%,False
2017-04-26,1147.0,"1,147.00","1,147.00","1,147.00",,-0.61%,False
2017-04-27,1134.0,"1,134.00","1,134.00","1,134.00",,-1.13%,False
2017-04-28,1109.0,"1,109.00","1,109.00","1,109.00",,-2.20%,False
2017-05-02,1073.0,"1,073.00","1,073.00","1,073.00",,-3.25%,False
2017-05-03,1034.0,"1,034.00","1,034.00","1,034.00",,-3.63%,False
2017-05-04,1004.0,"1,004.00","1,004.00","1,004.00",,-2.90%,False
2017-05-05,994.0,994.00,994.00,994.00,,-1.00%,False
2017-05-08,1001.0,"1,001.00","1,001.00","1,001.00",,0.70%,False
2017-05-09,1007.0,"1,007.00","1,007.00","1,007.00",,0.60%,False
2017-05-10,1005.0,"1,005.00","1,005.00","1,005.00",,-0.20%,False
2017-05-11,1012.0,"1,012.00","1,012.00","1,012.00",,0.70%,False
2017-05-12,1014.0,"1,014.00","1,014.00","1,014.00",,0.20%,False
2017-05-15,994.0,994.00,994.00,994.00,,-1.97%,False
2017-05-16,980.0,980.00,980.00,980.00,,-1.41%,False
2017-05-17,960.0,960.00,960.00,960.00,,-2.04%,False
2017-05-18,957.0,957.00,957.00,957.00,,-0.31%,False
2017-05-19,956.0,956.00,956.00,956.00,,-0.10%,False
2017-05-22,954.0,954.00,954.00,954.00,,-0.21%,False
2017-05-23,949.0,949.00,949.00,949.00,,-0.52%,False
2017-05-24,934.0,934.00,934.00,934.00,,-1.58%,False
2017-05-25,918.0,918.00,918.00,918.00,,-1.71%,False
2017-05-26,912.0,912.00,912.00,912.00,,-0.65%,False
2017-05-30,900.0,900.00,900.00,900.00,,-1.32%,False
2017-05-31,878.0,878.00,878.00,878.00,,-2.44%,False
2017-06-01,850.0,850.00,850.00,850.00,,-3.19%,False
2017-06-02,830.0,830.00,830.00,830.00,,-2.35%,False
2017-06-05,821.0,821.00,821.00,821.00,,-1.08%,False
2017-06-06,818.0,818.00,818.00,818.00,,-0.37%,False
2017-06-07,821.0,821.00,821.00,821.00,,0.37%,False
2017-06-08,824.0,824.00,824.00,824.00,,0.37%,False
2017-06-09,849.0,849.00,849.00,849.00,,3.03%,False
2017-06-12,870.0,870.00,870.00,870.00,,2.47%,False
2017-06-13,870.0,870.00,870.00,870.00,,0.00%,False
2017-06-14,865.0,865.00,865.00,865.00,,-0.57%,False
2017-06-15,855.0,855.00,855.00,855.00,,-1.16%,False
2017-06-16,851.0,851.00,851.00,851.00,,-0.47%,False
2017-06-19,848.0,848.00,848.00,848.00,,-0.35%,False
2017-06-20,847.0,847.00,847.00,847.00,,-0.12%,False
2017-06-21,844.0,844.00,844.00,844.00,,-0.35%,False
2017-06-22,855.0,855.00,855.00,855.00,,1.30%,False
2017-06-23,870.0,870.00,870.00,870.00,,1.75%,False
2017-06-26,884.0,884.00,884.00,884.00,,1.61%,False
2017-06-27,903.0,903.00,903.00,903.00,,2.15%,False
2017-06-28,929.0,929.00,929.00,929.00,,2.88%,False
2017-06-29,920.0,920.00,920.00,920.00,,-0.97%,False
2017-06-30,901.0,901.00,901.00,901.00,,-2.07%,False
2017-07-03,882.0,882.00,882.00,882.00,,-2.11%,False
2017-07-04,871.0,871.00,871.00,871.00,,-1.25%,False
2017-07-05,847.0,847.00,847.00,847.00,,-2.76%,False
2017-07-06,829.0,829.00,829.00,829.00,,-2.13%,False
2017-07-07,822.0,822.00,822.00,822.00,,-0.84%,False
2017-07-10,820.0,820.00,820.00,820.00,,-0.24%,False
2017-07-11,830.0,830.00,830.00,830.00,,1.22%,False
2017-07-12,859.0,859.00,859.00,859.00,,3.49%,False
2017-07-13,888.0,888.00,888.00,888.00,,3.38%,False
2017-07-14,900.0,900.00,900.00,900.00,,1.35%,False
2017-07-17,912.0,912.00,912.00,912.00,,1.33%,False
2017-07-18,932.0,932.00,932.00,932.00,,2.19%,False
2017-07-19,948.0,948.00,948.00,948.00,,1.72%,False
2017-07-20,964.0,964.00,964.00,964.00,,1.69%,False
2017-07-21,977.0,977.00,977.00,977.00,,1.35%,False
2017-07-24,977.0,977.00,977.00,977.00,,0.00%,False
2017-07-25,980.0,980.00,980.00,980.00,,0.31%,False
2017-07-26,968.0,968.00,968.00,968.00,,-1.22%,False
2017-07-27,942.0,942.00,942.00,942.00,,-2.69%,False
2017-07-28,933.0,933.00,933.00,933.00,,-0.96%,False
2017-07-31,946.0,946.00,946.00,946.00,,1.39%,False
2017-08-01,965.0,965.00,965.00,965.00,,2.01%,False
2017-08-02,993.0,993.00,993.00,993.00,,2.90%,False
2017-08-03,1023.0,"1,023.00","1,023.00","1,023.00",,3.02%,False
2017-08-04,1032.0,"1,032.00","1,032.00","1,032.00",,0.88%,False
2017-08-07,1036.0,"1,036.00","1,036.00","1,036.00",,0.39%,False
2017-08-08,1038.0,"1,038.00","1,038.00","1,038.00",,0.19%,False
2017-08-09,1050.0,"1,050.00","1,050.00","1,050.00",,1.16%,False
2017-08-10,1092.0,"1,092.00","1,092.00","1,092.00",,4.00%,False
2017-08-11,1138.0,"1,138.00","1,138.00","1,138.00",,4.21%,False
2017-08-14,1155.0,"1,155.00","1,155.00","1,155.00",,1.49%,False
2017-08-15,1169.0,"1,169.00","1,169.00","1,169.00",,1.21%,False
2017-08-16,1207.0,"1,207.00","1,207.00","1,207.00",,3.25%,False
2017-08-17,1247.0,"1,247.00","1,247.00","1,247.00",,3.31%,False
2017-08-18,1260.0,"1,260.00","1,260.00","1,260.00",,1.04%,False
2017-08-21,1266.0,"1,266.00","1,266.00","1,266.00",,0.48%,False
2017-08-22,1249.0,"1,249.00","1,249.00","1,249.00",,-1.34%,False
2017-08-23,1222.0,"1,222.00","1,222.00","1,222.00",,-2.16%,False
2017-08-24,1200.0,"1,200.00","1,200.00","1,200.00",,-1.80%,False
2017-08-25,1209.0,"1,209.00","1,209.00","1,209.00",,0.75%,False
2017-08-29,1203.0,"1,203.00","1,203.00","1,203.00",,-0.50%,False
2017-08-30,1181.0,"1,181.00","1,181.00","1,181.00",,-1.83%,False
2017-08-31,1184.0,"1,184.00","1,184.00","1,184.00",,0.25%,False
2017-09-01,1183.0,"1,183.00","1,183.00","1,183.00",,-0.08%,False
2017-09-04,1187.0,"1,187.00","1,187.00","1,187.00",,0.34%,False
2017-09-05,1215.0,"1,215.00","1,215.00","1,215.00",,2.36%,False
2017-09-06,1250.0,"1,250.00","1,250.00","1,250.00",,2.88%,False
2017-09-07,1296.0,"1,296.00","1,296.00","1,296.00",,3.68%,False
2017-09-08,1332.0,"1,332.00","1,332.00","1,332.00",,2.78%,False
2017-09-11,1355.0,"1,355.00","1,355.00","1,355.00",,1.73%,False
2017-09-12,1344.0,"1,344.00","1,344.00","1,344.00",,-0.81%,False
2017-09-13,1337.0,"1,337.00","1,337.00","1,337.00",,-0.52%,False
2017-09-14,1361.0,"1,361.00","1,361.00","1,361.00",,1.80%,False
2017-09-15,1385.0,"1,385.00","1,385.00","1,385.00",,1.76%,False
2017-09-18,1398.0,"1,398.00","1,398.00","1,398.00",,0.94%,False
2017-09-19,1415.0,"1,415.00","1,415.00","1,415.00",,1.22%,False
2017-09-20,1449.0,"1,449.00","1,449.00","1,449.00",,2.40%,False
2017-09-21,1470.0,"1,470.00","1,470.00","1,470.00",,1.45%,False
2017-09-22,1502.0,"1,502.00","1,502.00","1,502.00",,2.18%,False
2017-09-25,1503.0,"1,503.00","1,503.00","1,503.00",,0.07%,False
2017-09-26,1476.0,"1,476.00","1,476.00","1,476.00",,-1.80%,False
2017-09-27,1429.0,"1,429.00","1,429.00","1,429.00",,-3.18%,False
2017-09-28,1391.0,"1,391.00","1,391.00","1,391.00",,-2.66%,False
2017-09-29,1356.0,"1,356.00","1,356.00","1,356.00",,-2.52%,False
2017-10-02,1328.0,"1,328.00","1,328.00","1,328.00",,-2.06%,False
2017-10-03,1308.0,"1,308.00","1,308.00","1,308.00",,-1.51%,False
2017-10-04,1320.0,"1,320.00","1,320.00","1,320.00",,0.92%,False
2017-10-05,1382.0,"1,382.00","1,382.00","1,382.00",,4.70%,False
2017-10-06,1405.0,"1,405.00","1,405.00","1,405.00",,1.66%,False
2017-10-09,1411.0,"1,411.00","1,411.00","1,411.00",,0.43%,False
2017-10-10,1418.0,"1,418.00","1,418.00","1,418.00",,0.50%,False
2017-10-11,1433.0,"1,433.00","1,433.00","1,433.00",,1.06%,False
2017-10-12,1458.0,"1,458.00","1,458.00","1,458.00",,1.74%,False
2017-10-13,1485.0,"1,485.00","1,485.00","1,485.00",,1.85%,False
2017-10-16,1523.0,"1,523.00","1,523.00","1,523.00",,2.56%,False
2017-10-17,1552.0,"1,552.00","1,552.00","1,552.00",,1.90%,False
2017-10-18,1566.0,"1,566.00","1,566.00","1,566.00",,0.90%,False
2017-10-19,1582.0,"1,582.00","1,582.00","1,582.00",,1.02%,False
2017-10-20,1578.0,"1,578.00","1,578.00","1,578.00",,-0.25%,False
2017-10-23,1586.0,"1,586.00","1,586.00","1,586.00",,0.51%,False
2017-10-24,1588.0,"1,588.00","1,588.00","1,588.00",,0.13%,False
2017-10-25,1573.0,"1,573.00","1,573.00","1,573.00",,-0.94%,False
2017-10-26,1555.0,"1,555.00","1,555.00","1,555.00",,-1.14%,False
2017-10-27,1546.0,"1,546.00","1,546.00","1,546.00",,-0.58%,False
2017-10-30,1534.0,"1,534.00","1,534.00","1,534.00",,-0.78%,False
2017-10-31,1522.0,"1,522.00","1,522.00","1,522.00",,-0.78%,False
2017-11-01,1496.0,"1,496.00","1,496.00","1,496.00",,-1.71%,False
2017-11-02,1482.0,"1,482.00","1,482.00","1,482.00",,-0.94%,False
2017-11-03,1476.0,"1,476.00","1,476.00","1,476.00",,-0.40%,False
2017-11-06,1473.0,"1,473.00","1,473.00","1,473.00",,-0.20%,False
2017-11-07,1477.0,"1,477.00","1,477.00","1,477.00",,0.27%,False
2017-11-08,1486.0,"1,486.00","1,486.00","1,486.00",,0.61%,False
2017-11-09,1481.0,"1,481.00","1,481.00","1,481.00",,-0.34%,False
2017-11-10,1464.0,"1,464.00","1,464.00","1,464.00",,-1.15%,False
2017-11-13,1445.0,"1,445.00","1,445.00","1,445.00",,-1.30%,False
2017-11-14,1405.0,"1,405.00","1,405.00","1,405.00",,-2.77%,False
2017-11-15,1374.0,"1,374.00","1,374.00","1,374.00",,-2.21%,False
2017-11-16,1361.0,"1,361.00","1,361.00","1,361.00",,-0.95%,False
2017-11-17,1371.0,"1,371.00","1,371.00","1,371.00",,0.73%,False
2017-11-20,1385.0,"1,385.00","1,385.00","1,385.00",,1.02%,False
2017-11-21,1396.0,"1,396.00","1,396.00","1,396.00",,0.79%,False
2017-11-22,1413.0,"1,413.00","1,413.00","1,413.00",,1.22%,False
2017-11-23,1445.0,"1,445.00","1,445.00","1,445.00",,2.26%,False
2017-11-24,1458.0,"1,458.00","1,458.00","1,458.00",,0.90%,False
2017-11-27,1477.0,"1,477.00","1,477.00","1,477.00",,1.30%,False
2017-11-28,1506.0,"1,506.00","1,506.00","1,506.00",,1.96%,False
2017-11-29,1536.0,"1,536.00","1,536.00","1,536.00",,1.99%,False
2017-11-30,1578.0,"1,578.00","1,578.00","1,578.00",,2.73%,False
2017-12-01,1626.0,"1,626.00","1,626.00","1,626.00",,3.04%,False
2017-12-04,1662.0,"1,662.00","1,662.00","1,662.00",,2.21%,False
2017-12-05,1666.0,"1,666.00","1,666.00","1,666.00",,0.24%,False
2017-12-06,1670.0,"1,670.00","1,670.00","1,670.00",,0.24%,False
2017-12-07,1679.0,"1,679.00","1,679.00","1,679.00",,0.54%,False
2017-12-08,1702.0,"1,702.00","1,702.00","1,702.00",,1.37%,False
2017-12-11,1727.0,"1,727.00","1,727.00","1,727.00",,1.47%,False
2017-12-12,1743.0,"1,743.00","1,743.00","1,743.00",,0.93%,False
2017-12-13,1730.0,"1,730.00","1,730.00","1,730.00",,-0.75%,False
2017-12-14,1668.0,"1,668.00","1,668.00","1,668.00",,-3.58%,False
2017-12-15,1619.0,"1,619.00","1,619.00","1,619.00",,-2.94%,False
2017-12-18,1588.0,"1,588.00","1,588.00","1,588.00",,-1.91%,False
2017-12-19,1547.0,"1,547.00","1,547.00","1,547.00",,-2.58%,False
2017-12-20,1476.0,"1,476.00","1,476.00","1,476.00",,-4.59%,False
2017-12-21,1430.0,"1,430.00","1,430.00","1,430.00",,-3.12%,False
2017-12-22,1366.0,"1,366.00","1,366.00","1,366.00",,-4.48%,False
2018-01-02,1230.0,"1,230.00","1,230.00","1,230.00",,-9.96%,False
2018-01-03,1262.0,"1,262.00","1,262.00","1,262.00",,2.60%,False
2018-01-04,1341.0,"1,341.00","1,341.00","1,341.00",,6.26%,False
2018-01-05,1371.0,"1,371.00","1,371.00","1,371.00",,2.24%,False
2018-01-08,1385.0,"1,385.00","1,385.00","1,385.00",,1.02%,False
2018-01-09,1395.0,"1,395.00","1,395.00","1,395.00",,0.72%,False
2018-01-10,1366.0,"1,366.00","1,366.00","1,366.00",,-2.08%,False
2018-01-11,1303.0,"1,303.00","1,303.00","1,303.00",,-4.61%,False
2018-01-12,1279.0,"1,279.00","1,279.00","1,279.00",,-1.84%,False
2018-01-15,1264.0,"1,264.00","1,264.00","1,264.00",,-1.17%,False
2018-01-16,1221.0,"1,221.00","1,221.00","1,221.00",,-3.40%,False
2018-01-17,1164.0,"1,164.00","1,164.00","1,164.00",,-4.67%,False
2018-01-18,1139.0,"1,139.00","1,139.00","1,139.00",,-2.15%,False
2018-01-19,1125.0,"1,125.00","1,125.00","1,125.00",,-1.23%,False
2018-01-22,1129.0,"1,129.00","1,129.00","1,129.00",,0.36%,False
2018-01-23,1157.0,"1,157.00","1,157.00","1,157.00",,2.48%,False
2018-01-24,1200.0,"1,200.00","1,200.00","1,200.00",,3.72%,False
2018-01-25,1217.0,"1,217.00","1,217.00","1,217.00",,1.42%,False
2018-01-26,1219.0,"1,219.00","1,219.00","1,219.00",,0.16%,False
2018-01-29,1214.0,"1,214.00","1,214.00","1,214.00",,-0.41%,False
2018-01-30,1191.0,"1,191.00","1,191.00","1,191.00",,-1.89%,False
2018-01-31,1152.0,"1,152.00","1,152.00","1,152.00",,-3.27%,False
2018-02-01,1114.0,"1,114.00","1,114.00","1,114.00",,-3.30%,False
2018-02-02,1095.0,"1,095.00","1,095.00","1,095.00",,-1.71%,False
2018-02-05,1082.0,"1,082.00","1,082.00","1,082.00",,-1.19%,False
2018-02-06,1095.0,"1,095.00","1,095.00","1,095.00",,1.20%,False
2018-02-07,1097.0,"1,097.00","1,097.00","1,097.00",,0.18%,False
2018-02-08,1106.0,"1,106.00","1,106.00","1,106.00",,0.82%,False
2018-02-09,1125.0,"1,125.00","1,125.00","1,125.00",,1.72%,False
2018-02-12,1123.0,"1,123.00","1,123.00","1,123.00",,-0.18%,False
2018-02-13,1114.0,"1,114.00","1,114.00","1,114.00",,-0.80%,False
2018-02-14,1095.0,"1,095.00","1,095.00","1,095.00",,-1.71%,False
2018-02-15,1089.0,"1,089.00","1,089.00","1,089.00",,-0.55%,False
2018-02-16,1084.0,"1,084.00","1,084.00","1,084.00",,-0.46%,False
2018-02-19,1087.0,"1,087.00","1,087.00","1,087.00",,0.28%,False
2018-02-20,1117.0,"1,117.00","1,117.00","1,117.00",,2.76%,False
2018-02-21,1146.0,"1,146.00","1,146.00","1,146.00",,2.60%,False
2018-02-22,1167.0,"1,167.00","1,167.00","1,167.00",,1.83%,False
2018-02-23,1185.0,"1,185.00","1,185.00","1,185.00",,1.54%,False
2018-02-26,1191.0,"1,191.00","1,191.00","1,191.00",,0.51%,False
2018-02-27,1188.0,"1,188.00","1,188.00","1,188.00",,-0.25%,False
2018-02-28,1192.0,"1,192.00","1,192.00","1,192.00",,0.34%,False
2018-03-01,1196.0,"1,196.00","1,196.00","1,196.00",,0.34%,False
2018-03-02,1207.0,"1,207.00","1,207.00","1,207.00",,0.92%,False
2018-03-05,1210.0,"1,210.00","1,210.00","1,210.00",,0.25%,False
2018-03-06,1212.0,"1,212.00","1,212.00","1,212.00",,0.17%,False
2018-03-07,1191.0,"1,191.00","1,191.00","1,191.00",,-1.73%,False
2018-03-08,1197.0,"1,197.00","1,197.00","1,197.00",,0.50%,False
2018-03-09,1201.0,"1,201.00","1,201.00","1,201.00",,0.33%,False
2018-03-12,1192.0,"1,192.00","1,192.00","1,192.00",,-0.75%,False
2018-03-13,1179.0,"1,179.00","1,179.00","1,179.00",,-1.09%,False
2018-03-14,1169.0,"1,169.00","1,169.00","1,169.00",,-0.85%,False
2018-03-15,1150.0,"1,150.00","1,150.00","1,150.00",,-1.63%,False
2018-03-16,1143.0,"1,143.00","1,143.00","1,143.00",,-0.61%,False
2018-03-19,1136.0,"1,136.00","1,136.00","1,136.00",,-0.61%,False
2018-03-20,1122.0,"1,122.00","1,122.00","1,122.00",,-1.23%,False
2018-03-21,1117.0,"1,117.00","1,117.00","1,117.00",,-0.45%,False
2018-03-22,1117.0,"1,117.00","1,117.00","1,117.00",,0.00%,False
2018-03-23,1122.0,"1,122.00","1,122.00","1,122.00",,0.45%,False
2018-03-26,1126.0,"1,126.00","1,126.00","1,126.00",,0.36%,False
2018-03-27,1117.0,"1,117.00","1,117.00","1,117.00",,-0.80%,False
2018-03-28,1080.0,"1,080.00","1,080.00","1,080.00",,-3.31%,False
2018-03-29,1055.0,"1,055.00","1,055.00","1,055.00",,-2.31%,False
2018-04-03,1016.0,"1,016.00","1,016.00","1,016.00",,-3.70%,False
2018-04-04,977.0,977.00,977.00,977.00,,-3.84%,False
2018-04-05,953.0,953.00,953.00,953.00,,-2.46%,False
2018-04-06,948.0,948.00,948.00,948.00,,-0.52%,False
